name,categories,address,price,likes,photos,tips,rating,ratingSignals,has_rating,signals_band,engagement
مطعم نكهة الدجاج,Pizza Place,"الحزم - شارع المشتل, الرياض, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
مخبز تميس,Bakery,"الرياض 14964, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
برغرايزر,Burger Joint,"الحزم (ديراب), الرياض 14964, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
فوال جزيرة التوت,Breakfast Spot,المملكة العربية السعودية,Cheap,0.0,0,0,,,0,,0.0
cheese pie,Pizza Place,المملكة العربية السعودية,Cheap,0.0,0,0,,,0,,0.0
baskin robbins (باسكن روبينز),Ice Cream Shop,"الشفاء- حي بدر, الرياض 14724, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
بيت الفطيره الدمشقيه,Turkish Restaurant,"حي الشفاء, الرياض, المملكة العربية السعودية",Moderate,0.0,1,0,,,0,,1.0
فطائر النعمان,Bistro,"الرياض 14724, المملكة العربية السعودية",Nan,0.0,0,0,,,0,,0.0
مطبخ ابو فيصل,"American Restaurant, Austrian Restaurant","الرياض 14724, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
فوال الحميداني,Arepa Restaurant,المملكة العربية السعودية,Cheap,0.0,2,0,,,0,,2.0
مطبخ الصحفة,Middle Eastern Restaurant,"الرياض 14724, المملكة العربية السعودية",Moderate,0.0,1,0,,,0,,1.0
مطاعم كنوز الطائف البخاري,Afghan Restaurant,المملكة العربية السعودية,Moderate,0.0,0,0,,,0,,0.0
kitchen,Halal Restaurant,المملكة العربية السعودية,Nan,0.0,2,0,,,0,,2.0
shawarma nasef (شاورما ناصف),Shawarma Place,"AlMasharl St, الرياض 14964, المملكة العربية السعودية",Nan,0.0,5,0,,,0,,5.0
Style Cafe,Café,"الرياض 14964, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Shawarma Nasef | شاورما ناصف,Restaurant,"AlMashtal, الرياض 14964, المملكة العربية السعودية",Moderate,0.0,5,0,,,0,,5.0
فائض الولائم,Asian Restaurant,المملكة العربية السعودية,Moderate,0.0,1,0,,,0,,1.0
شاورما إن,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,0.0,2,0,,,0,,2.0
Astro Burger (أسترو برجر),Burger Joint,"الرياض 14964, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
سمرات للوجبات السريعه,Fast Food Restaurant,"حي الحزم (شارع المشتل), الرياض, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
موستاش برجر,Burger Joint,"الرياض 14964, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
بروستد أكشنها,Fried Chicken Joint,"الرياض 14964, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
البلح الذهبي,Pastry Shop,"الرياض 14964, المملكة العربية السعودية",Nan,0.0,1,1,,,0,,2.0
ييتزا وفطائر تركي,Pizza Place,"حي الحزم (طريق ديراب), الرياض, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
روائع الحزم للخضار والفواكة والتمور,"Farmers Market, Vegetarian / Vegan Restaurant","حي الحزم (ط ديراب), الرياض, المملكة العربية السعودية",Nan,0.0,1,1,,,0,,2.0
Loaded Burger لودد برجر,Restaurant,"الرياض 14722, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
برقي,Burger Joint,"الحزم (طريق ديراب), الرياض 14963, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
فوال ومطبق المعارض,Breakfast Spot,"الشفا (الخليل بن أحمد), الرياض, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
وحي الاصالة,Breakfast Spot,"الرياض 14721, المملكة العربية السعودية",Cheap,0.0,3,0,,,0,,3.0
المطعم البخاري,Afghan Restaurant,"الرياض, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
مطعم ديرتي الشفا الستين,Diner,المملكة العربية السعودية,Cheap,0.0,0,0,,,0,,0.0
دانة الأرياف,Bakery,"الرياض 14724, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
برجر ياكريم,Burger Joint,"الرياض 14724, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
الوليمة || Waleema,Dessert Shop,"شارع إبن تيميه (الستين), الرياض, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Broasted Al araby (العربي للبروستد),Fried Chicken Joint,"حي بدر (ط ابن تيمة), الرياض, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
Taxi Burger,Burger Joint,"Al-Shifa (Al_Sitteen), المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
كنتاكي,Fried Chicken Joint,المملكة العربية السعودية,Cheap,0.0,0,0,,,0,,0.0
بوفية صاص,Sandwich Place,"الرياض 14716, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
pizza slice,Pizza Place,المملكة العربية السعودية,Cheap,0.0,2,0,,,0,,2.0
مطعم ديرتي لتكبير الكروش و تنفيخ الفخوذ,American Restaurant,المملكة العربية السعودية,Moderate,0.0,0,0,,,0,,0.0
مطعم حضرموت للمطبق والمعصوب,Afghan Restaurant,المملكة العربية السعودية,Moderate,0.0,0,0,,,0,,0.0
بوفية المملكة,Breakfast Spot,المملكة العربية السعودية,Cheap,0.0,1,0,,,0,,1.0
شاورما الدوحه,Dutch Restaurant,"الرياض 14716, المملكة العربية السعودية",Nan,0.0,1,0,,,0,,1.0
فلافل فيحاء دمشق,Falafel Restaurant,"حي بدر (طريق عرفات), الرياض, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Fun Juice,Juice Bar,"الرياض 14716, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
شاورما الزاوية,Arepa Restaurant,المملكة العربية السعودية,Cheap,0.0,0,0,,,0,,0.0
Pizza Hut,Pizza Place,"Arafat Rd, Telal Al Shifaa, الرياض, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
بركة زمزم البخاري,Afghan Restaurant,"الرياض 14741, المملكة العربية السعودية",Moderate,0.0,1,0,,,0,,1.0
Kudu Rest,Italian Restaurant,المملكة العربية السعودية,Moderate,0.0,7,0,,,0,,7.0
VIP Sandos,Fast Food Restaurant,المملكة العربية السعودية,Cheap,0.0,3,0,,,0,,3.0
مطعم زهرة المراسيم للمثلوثة,Halal Restaurant,"محطة الحجاز (بالقرب من طريق مكة جدة السريع), الرياض, المملكة العربية السعودية",Nan,0.0,1,2,,,0,,3.0
قهوة بني,Café,المملكة العربية السعودية,Cheap,0.0,1,0,,,0,,1.0
الفوال اللي جمب بيتنا,Dutch Restaurant,"الرياض 14931, المملكة العربية السعودية",Nan,0.0,3,0,,,0,,3.0
SUB WAY,Restaurant,"الرياض 14931, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
برغرايزر,Burger Joint,"الرياض 14931, المملكة العربية السعودية",Cheap,0.0,6,0,,,0,,6.0
Domino's Pizza,Pizza Place,"Najm Ad Din Al Ayyubi Rd, Next to Farm Supermarket, Tuwaiq, الرياض 13785, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
‪Starbucks‬ Coffee,Coffee Shop,"الرياض 14931, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
Burger King - Najmuddin,Burger Joint,"Najm Ad Din Al Ayyubi Rd, Near Ibrahim Mosque Arifi, Tuwaiq, الرياض 14928, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Pizza Hut,Pizza Place,"Najm Al Din Al Ayyubi Rd, Tuwaiq, الرياض, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Moz Walus,Ice Cream Shop,"الرياض 14928, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
فرن الضيعة,Bakery,"طويق (نجم الدين), الرياض 14927, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
‏Maqlubat jadati,Restaurant,"مقلوبة جدتي (نجم الدين الايوبي), الرياض 14927, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
مطعم نجوم المائدة البخاري,Afghan Restaurant,"نمار (صلاح الدين الأيوبي), الرياض, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
طاهية الحجاز,Middle Eastern Restaurant,"الرياض 14925, المملكة العربية السعودية",Moderate,0.0,1,0,,,0,,1.0
دكة الشباب للقهوة العربية,Coffee Shop,"طريق نجم الدين, الرياض, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
فلافل فلفول,Falafel Restaurant,"الرياض 14964, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Eat 0,BBQ Joint,"الرياض 14721, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
tenhat,Afghan Restaurant,المملكة العربية السعودية,Moderate,0.0,1,0,,,0,,1.0
حلويات رنيم الشام,Dessert Shop,"الشفاء, الرياض, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Shawarma Classic (شاورما كلاسك),Doner Restaurant,"الرياض 14724, المملكة العربية السعودية",Nan,0.0,7,0,,,0,,7.0
باجه,Snack Place,"الرياض 14724, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
بوفية اطيب كبدة,Breakfast Spot,"الرياض 14713, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
الركن الشعبي للمطبق والمعصوب,Middle Eastern Restaurant,"حي بدر (ط ابن تيمية), الرياض, المملكة العربية السعودية",Moderate,0.0,1,0,,,0,,1.0
بوظة شامية,Dessert Shop,المملكة العربية السعودية,Cheap,0.0,0,1,,,0,,1.0
اطيب كبده,Breakfast Spot,"الرياض 14716, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Pizza Era (بيتزا إرا),Pizza Place,"الرياض, المملكة العربية السعودية",Cheap,0.0,0,1,,,0,,1.0
بيتزا شيخ البلد,Pizza Place,"شارع الستين الشفاء, الرياض, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
4اسياخ,Kebab Restaurant,"الرياض 14716, المملكة العربية السعودية",Nan,0.0,2,0,,,0,,2.0
Gosn AL Toot (غصن التوت),Fried Chicken Joint,"حي الشفا (ط اين تيمة), الرياض, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
مطعم يوم لذيذ البخاري,Afghan Restaurant,المملكة العربية السعودية,Moderate,0.0,0,0,,,0,,0.0
Kudu,Fast Food Restaurant,"Hair Rd., الرياض 14519, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Arabica,"Café, Coffee Shop","الرياض 14741, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Parotahan ng mga bakla,Cafeteria,"New Sinaya, المملكة العربية السعودية",Nan,0.0,0,0,,,0,,0.0
بوفية السعادة,Breakfast Spot,"الرياض 14334, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Restaurant Sandus (Al Waha),Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
مطعم صخرة الروشة,Lebanese Restaurant,"الرياض 14334, المملكة العربية السعودية",Nan,0.0,0,0,,,0,,0.0
Jollibee,Fast Food Restaurant,"The Square (Second Industrial City), المملكة العربية السعودية",Cheap,0.0,8,1,,,0,,9.0
حنيذ البيت العربي,Restaurant,"الرياض 14929, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
فوال فرسان الطايف,Breakfast Spot,"الرياض 14928, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
حلويات المملكة,Café,"الرياض (حلويات المملكة), الرياض 14928, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
دار الفطيرة,Fast Food Restaurant,"شارع أحمد بن الخطاب, الرياض 14928, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
اطلق محل وصخ يسوي چباتي عدني,Breakfast Spot,"الرياض 14928, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Wed Sweets,Pastry Shop,"حي طويق، شارع أحمد بن الخطاب, الرياض 14927, المملكة العربية السعودية",Nan,0.0,2,0,,,0,,2.0
Coffee Station,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
رواد العصير,Juice Bar,"الرياض 14926, المملكة العربية السعودية",Cheap,0.0,3,0,,,0,,3.0
لذة حلاوة,Dessert Shop,"الرياض 14926, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
بخاري راعي الرييش,Halal Restaurant,"الرياض 14925, المملكة العربية السعودية",Nan,0.0,2,0,,,0,,2.0
Akadunia Coffee,Coffee Shop,"الرياض 14925, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
tazza طازجة,American Restaurant,"الرياض 14925, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
ايسكريم البرنس,Ice Cream Shop,"الرياض 14925, المملكة العربية السعودية",Cheap,0.0,3,0,,,0,,3.0
Pistachio Juices (عصائر فستق),Juice Bar,"Altwheed (Altwheed), الرياض 14925, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
الذ سيارة ايسكريم في الدنيا,Ice Cream Shop,"الرياض 14925, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
مطعم الرومانسيه,Restaurant,"الرياض 14924, المملكة العربية السعودية",Moderate,0.0,1,0,,,0,,1.0
سيارة آيسكريم البرنس,Food Truck,"Al Hamra (Al Jamea Street), الرياض 13216, المملكة العربية السعودية",Cheap,0.0,3,0,,,0,,3.0
Taji Resturant (مطعم تاجي),Indian Restaurant,"Salam Mall سلام مول (Food Court ساحة المطاعم), الرياض, المملكة العربية السعودية",Moderate,0.0,0,0,,,0,,0.0
Mr.Dainty (المخبز اللذيذ),Bakery,المملكة العربية السعودية,Cheap,0.0,1,1,,,0,,2.0
زلاطيمو,Dessert Shop,المملكة العربية السعودية,Cheap,0.0,0,0,,,0,,0.0
Churro (شورو),Donut Shop,المملكة العربية السعودية,Cheap,0.0,0,0,,,0,,0.0
mongolian grill salaam mall,Mongolian Restaurant,المملكة العربية السعودية,Cheap,0.0,1,0,,,0,,1.0
خفيف,Snack Place,"سلام مول, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
ازال,Thai Restaurant,المملكة العربية السعودية,Moderate,0.0,1,0,,,0,,1.0
سلام م,Bistro,"الرياض 14924, المملكة العربية السعودية",Nan,0.0,0,0,,,0,,0.0
BurgerKing - Salam Foodcourt,Burger Joint,المملكة العربية السعودية,Cheap,0.0,2,0,,,0,,2.0
Burger KING (برجر كنج),Burger Joint,"السلام مول, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
Burger King - Salaam Mall Riyadh,Burger Joint,"Salaam Mall, Western Ring Branch Rd, Exit 27, Alawali, الرياض 14924, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Nafoura النافورة,Seafood Restaurant,المملكة العربية السعودية,Expensive,0.0,3,0,,,0,,3.0
جلسة قهوة المساء,Café,"الرياض 14721, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
Zad,Fast Food Restaurant,"الرياض 14713, المملكة العربية السعودية",Cheap,0.0,0,0,,,0,,0.0
بيت الكتاكيت,Fast Food Restaurant,"ابن تيمية (حسن يماني), الرياض 14713, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
مطاعم شواطى الوطن,Seafood Restaurant,"الرياض 14713, المملكة العربية السعودية",Expensive,0.0,0,0,,,0,,0.0
V12 Coffee,Coffee Shop,"الرياض 14716, المملكة العربية السعودية",Cheap,0.0,2,0,,,0,,2.0
Akher Rashfa (آخر رشفة),Juice Bar,"الرياض 14716, المملكة العربية السعودية",Cheap,0.0,1,0,,,0,,1.0
