name,categories,address,price,likes,photos,tips,rating,ratingSignals,has_rating,signals_band,engagement
Tabkha (طبخة),Middle Eastern Restaurant,"الرياض 12242, المملكة العربية السعودية",Moderate,21.0,57,9,7.2,32.0,1,31-100,87.0
Manoosha (منؤشة),"Pie Shop, Bakery","Abu Bakr Alrazi, الرياض, المملكة العربية السعودية",Nan,22.0,23,7,7.1,32.0,1,31-100,52.0
Simit Sarayi (سميت ساراي),"Café, Bakery","Al Hamra Mall, الرياض, المملكة العربية السعودية",Cheap,21.0,55,7,7.1,32.0,1,31-100,83.0
KFC (كنتاكي),Fried Chicken Joint,"Mansoura District (Kharj Road), الرياض, المملكة العربية السعودية",Cheap,22.0,6,3,7.0,32.0,1,31-100,31.0
كهف القهوة,Coffee Shop,"Imam Mohammed Bin Saud, الرياض, المملكة العربية السعودية",Cheap,21.0,44,8,7.0,32.0,1,31-100,73.0
Kanafandi (كنَفندي),Café,المملكة العربية السعودية,Cheap,21.0,25,10,7.0,32.0,1,31-100,56.0
معمل البرجر ||  Burger Lab,Burger Joint,"الرياض, المملكة العربية السعودية",Cheap,21.0,32,7,7.0,32.0,1,31-100,60.0
Java cafe (جاڤا كافيه),Coffee Shop,"شارع عبد الرحمن الناصر, الرياض, المملكة العربية السعودية",Cheap,24.0,8,12,6.8,32.0,1,31-100,44.0
الشراع,Middle Eastern Restaurant,"شارع سفيان بن عوف, الرياض, المملكة العربية السعودية",Moderate,21.0,3,4,6.8,32.0,1,31-100,28.0
مطعم سمرقندي,Middle Eastern Restaurant,"طريق الخرج, المملكة العربية السعودية",Moderate,21.0,8,7,6.7,32.0,1,31-100,36.0
Java Café,Coffee Shop,"الرياض 13412, المملكة العربية السعودية",Cheap,21.0,147,2,6.7,32.0,1,31-100,170.0
MAZAGAN (مزڤان),Coffee Shop,"Thlya (Olya), الرياض 12222, المملكة العربية السعودية",Cheap,20.0,243,2,6.6,32.0,1,31-100,265.0
Popeyes Louisiana Kitchen (بوبايز),Fried Chicken Joint,"Prince mohammad ibn abdulaziz (Al takhasosi), الرياض, المملكة العربية السعودية",Cheap,21.0,23,16,6.5,32.0,1,31-100,60.0
Fan Jan Cafe,Coffee Shop,المملكة العربية السعودية,Cheap,20.0,72,4,6.5,32.0,1,31-100,96.0
Katashi,Sushi Restaurant,"الرياض 12272, المملكة العربية السعودية",Moderate,20.0,59,9,6.5,32.0,1,31-100,88.0
Kudu (كودو),"Fast Food Restaurant, Sandwich Place","العقيق سكوير, الرياض, المملكة العربية السعودية",Cheap,20.0,24,6,6.5,32.0,1,31-100,50.0
Alameed (العميد),"Middle Eastern Restaurant, Breakfast Spot",المملكة العربية السعودية,Moderate,22.0,7,6,6.4,32.0,1,31-100,35.0
مجبوس الفريج,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,20.0,48,11,6.4,32.0,1,31-100,79.0
مطاعم ومطابخ ليالي المقصورة,Middle Eastern Restaurant,"الدائري الشمالي بين مخرج 5 & 6, الرياض, المملكة العربية السعودية",Moderate,19.0,5,2,6.3,32.0,1,31-100,26.0
Crepe Escape (كريب إسكيب),"Creperie, Coffee Shop","الرياض 12262, المملكة العربية السعودية",Nan,17.0,32,4,6.3,32.0,1,31-100,53.0
مطاعم نجدي,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,18.0,32,3,6.1,32.0,1,31-100,53.0
Krispy Kreme,"Donut Shop, Coffee Shop","Saad bin abdulrahman Rd., الرياض, المملكة العربية السعودية",Cheap,16.0,40,11,6.1,32.0,1,31-100,67.0
Java Cafe (جاڤا كافيه),"Café, Coffee Shop","A2, الرياض, المملكة العربية السعودية",Cheap,20.0,54,2,6.0,32.0,1,31-100,76.0
Kellek Hala (كلك حلى),Dessert Shop,"الرياض, المملكة العربية السعودية",Cheap,18.0,36,8,5.8,32.0,1,31-100,62.0
Pizza Hut,Pizza Place,"Al Shafaee St., الرياض, المملكة العربية السعودية",Cheap,16.0,27,6,5.8,32.0,1,31-100,49.0
Wardat Alamjad (وردة الأمجاد),Eastern European Restaurant,"الدار البيضاء, الرياض, المملكة العربية السعودية",Moderate,15.0,6,1,5.8,32.0,1,31-100,22.0
Altanoor BBQ (التنور للمشويات),Restaurant,"طريق الامير بندر بن عبدالعزيز (الامير بندر بن عبدالعزيز), الرياض, المملكة العربية السعودية",Moderate,17.0,23,13,5.7,32.0,1,31-100,53.0
Moree7 Coffe مور ٧,Café,المملكة العربية السعودية,Cheap,17.0,16,5,5.5,32.0,1,31-100,38.0
Bolt Coffee,Coffee Shop,"الرياض 13515, المملكة العربية السعودية",Cheap,29.0,187,5,9.1,31.0,1,31-100,221.0
فرن المنقوشة اللبنانية,"Pie Shop, Bakery","الرياض, المملكة العربية السعودية",Nan,29.0,5,9,8.9,31.0,1,31-100,43.0
November Coffee,Coffee Shop,"Takhassusi Street, الرياض 12345, المملكة العربية السعودية",Cheap,22.0,46,16,8.7,31.0,1,31-100,84.0
Burgeration (برجريشن),Burger Joint,"الرياض 13782, المملكة العربية السعودية",Cheap,25.0,51,4,8.5,31.0,1,31-100,80.0
مطعم ورد,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,21.0,76,14,8.5,31.0,1,31-100,111.0
Starbucks,Coffee Shop,"Fitness Time Ladies, الرياض 13312, المملكة العربية السعودية",Cheap,27.0,31,2,8.3,31.0,1,31-100,60.0
Delhi Restaurant,Indian Restaurant,"Hara, الرياض, المملكة العربية السعودية",Moderate,25.0,2,5,8.3,31.0,1,31-100,32.0
Domino's Pizza دومينوز بيتزا,Pizza Place,"Almaather Plaza (Takhassusi St), الرياض, المملكة العربية السعودية",Cheap,25.0,15,2,8.2,31.0,1,31-100,42.0
Caribou Coffee,"Coffee Shop, Café","SABB Head Office, الرياض 12628, المملكة العربية السعودية",Cheap,23.0,221,7,8.1,31.0,1,31-100,251.0
قلعة الحلوى,Dessert Shop,"الرياض 13223, المملكة العربية السعودية",Cheap,24.0,20,1,8.0,31.0,1,31-100,45.0
Pizzaratti (بيتزاراتي),"Pizza Place, Italian Restaurant","Dhahrat Al Badi'ah (Al Madinah Al Munawwarah Rd.), الرياض 12784, المملكة العربية السعودية",Cheap,23.0,12,10,7.9,31.0,1,31-100,45.0
One Way Burger,"Burger Joint, Fast Food Restaurant, Food Truck","Ath Athumamh Street, An Nada Neighborhood, الرياض 13317, المملكة العربية السعودية",Cheap,23.0,231,3,7.8,31.0,1,31-100,257.0
Outback,Steakhouse,"الرياض 13413, المملكة العربية السعودية",Very Expensive,23.0,125,5,7.8,31.0,1,31-100,153.0
Juice Boutique (جوس بوتيك),Juice Bar,"Prince Salman Bin Mohamed St, الرياض 13315, المملكة العربية السعودية",Cheap,22.0,18,10,7.8,31.0,1,31-100,50.0
Furn Al Dayaa (فرن الضيعة),Middle Eastern Restaurant,"Al Imam Ash Shafii (Al Bayan), الرياض, المملكة العربية السعودية",Moderate,24.0,24,5,7.7,31.0,1,31-100,53.0
Diet Watchers (دايت وتشرز),"Health Food Store, Salad Place","شارع الحسن بن علي ب اتجاه خريص, الرياض, المملكة العربية السعودية",Nan,21.0,23,4,7.4,31.0,1,31-100,48.0
Little Caesars (ليتل سيزر),Pizza Place,"Mohammed Bin Saad (Anas Bin Males), الرياض, المملكة العربية السعودية",Cheap,21.0,11,10,7.4,31.0,1,31-100,42.0
pastalita (باستليتا),Italian Restaurant,"An Nada, الرياض 13317, المملكة العربية السعودية",Moderate,21.0,25,7,7.4,31.0,1,31-100,53.0
Dunkin’ Donuts,Donut Shop,"الرياض 12214, المملكة العربية السعودية",Cheap,20.0,107,5,7.4,31.0,1,31-100,132.0
Cinnabon,"Bakery, Dessert Shop",المملكة العربية السعودية,Cheap,24.0,24,4,7.3,31.0,1,31-100,52.0
Kudu (كودو),"Fast Food Restaurant, Burger Joint","طريق ديراب, المملكة العربية السعودية",Cheap,22.0,18,1,7.3,31.0,1,31-100,41.0
MammaRoti cafè (ماماروتي),Coffee Shop,"Tala Mall, الرياض, المملكة العربية السعودية",Cheap,23.0,31,0,7.2,31.0,1,31-100,54.0
شونيز Shuneez,Burger Joint,المملكة العربية السعودية,Cheap,22.0,22,7,7.2,31.0,1,31-100,51.0
تاج فطيرة الفلافل,Falafel Restaurant,"شبرا _ سدير, الرياض, المملكة العربية السعودية",Cheap,22.0,8,2,7.1,31.0,1,31-100,32.0
Yummy Tummy,Cupcake Shop,"Ad Dir‘īyah, المملكة العربية السعودية",Moderate,16.0,28,13,7.1,31.0,1,31-100,57.0
Awari (أواري),Persian Restaurant,"الرياض 13315, المملكة العربية السعودية",Nan,21.0,67,7,7.0,31.0,1,31-100,95.0
فوال ماضينا,Breakfast Spot,المملكة العربية السعودية,Cheap,21.0,20,2,6.8,31.0,1,31-100,43.0
Noodles Factory (نودلز فاكتوري),Noodle House,"طريق ديراب, الرياض, المملكة العربية السعودية",Cheap,20.0,8,12,6.8,31.0,1,31-100,40.0
krispy kreme (كرسبي كريم),"Donut Shop, Coffee Shop","العزيزية, المملكة العربية السعودية",Cheap,20.0,13,3,6.8,31.0,1,31-100,36.0
Rozana,Middle Eastern Restaurant,"رياض بارك (العقيق), الرياض 13511, المملكة العربية السعودية",Moderate,20.0,52,5,6.8,31.0,1,31-100,77.0
001 Blvd,"Steakhouse, Lounge","الرياض 13516, المملكة العربية السعودية",Very Expensive,22.0,227,2,6.7,31.0,1,31-100,251.0
مطعم القريه العراقيه للمشويات,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,21.0,12,6,6.7,31.0,1,31-100,39.0
Hardee's,Fast Food Restaurant,المملكة العربية السعودية,Cheap,20.0,14,3,6.7,31.0,1,31-100,37.0
شاورما اللؤلؤه,Shawarma Place,المملكة العربية السعودية,Nan,21.0,10,1,6.6,31.0,1,31-100,32.0
فروج الراية,Restaurant,"izdihar (Tabuk Street), الرياض, المملكة العربية السعودية",Moderate,21.0,3,7,6.6,31.0,1,31-100,31.0
Kudu (كودو),"Fast Food Restaurant, Restaurant","مركز قرطبة (حي قرطبة) (شارع خالد بن الوليد), الرياض, المملكة العربية السعودية",Cheap,20.0,38,7,6.6,31.0,1,31-100,65.0
Al Mamlakah Sweets (حلويات المملكة),Dessert Shop,"Anas Bin Malek Rd., المملكة العربية السعودية",Cheap,21.0,10,6,6.5,31.0,1,31-100,37.0
VIP Dining,Middle Eastern Restaurant,"KFSH&RC, المملكة العربية السعودية",Moderate,18.0,14,3,6.5,31.0,1,31-100,35.0
Papparoti,Coffee Shop,"الرياض 13511, المملكة العربية السعودية",Cheap,19.0,158,3,6.4,31.0,1,31-100,180.0
Spices Sprinkles (رشات توابل),Noodle House,"غرناطة (طريق الامام), الرياض, المملكة العربية السعودية",Cheap,20.0,28,15,6.3,31.0,1,31-100,63.0
Abu Jbara (أبو جبارة),"Middle Eastern Restaurant, Falafel Restaurant","محطة ساسكو النخلة (ساسكو المطار), الرياض, المملكة العربية السعودية",Moderate,16.0,36,2,6.3,31.0,1,31-100,54.0
Juhaina (جهينة),"Dessert Shop, Chocolate Shop","طريق الملك عبدالله, الرياض, المملكة العربية السعودية",Cheap,18.0,14,10,6.2,31.0,1,31-100,42.0
BurgerFuel (برغر فيول),Burger Joint,"Riyadh, Exit 14, Omer Bin Abdulaziz St, Rabwah, الرياض 31952, المملكة العربية السعودية",Cheap,13.0,38,9,6.2,31.0,1,31-100,60.0
AlL NAFOURA RES. & SWEETS (مطاعم و حلويات النافورة),Middle Eastern Restaurant,"Salah Al-Din Rd. (Al-Steen), الرياض, المملكة العربية السعودية",Moderate,20.0,6,3,6.1,31.0,1,31-100,29.0
BUR بُر,Café,"الرياض 13325, المملكة العربية السعودية",Cheap,18.0,24,8,6.1,31.0,1,31-100,50.0
Shawarma Plus (شاورما بلس),Shawarma Place,"الرياض 12474, المملكة العربية السعودية",Nan,18.0,7,8,6.0,31.0,1,31-100,33.0
بروستد الافندي,Fried Chicken Joint,المملكة العربية السعودية,Cheap,15.0,0,0,5.9,31.0,1,31-100,15.0
Samurai (ساموراي),Japanese Restaurant,"Food Court, Kingdom Centre, الرياض, المملكة العربية السعودية",Moderate,14.0,30,15,5.8,31.0,1,31-100,59.0
MR. SUB (مستر صب),Sandwich Place,"الرياض 13521, المملكة العربية السعودية",Cheap,17.0,13,8,5.7,31.0,1,31-100,38.0
Sanabel Al Salam (سنابل السلام),"Bakery, Dessert Shop","ط. الملك عبدالله, الرياض, المملكة العربية السعودية",Cheap,16.0,8,6,5.6,31.0,1,31-100,30.0
manga world (عالم المنجا),Juice Bar,"طريق الملك عبدالعزيز, الرياض, المملكة العربية السعودية",Cheap,15.0,16,7,5.6,31.0,1,31-100,38.0
Dippingo Choco Lounge,Café,"King Fahad Road (King Abdullah Road), الرياض, المملكة العربية السعودية",Cheap,12.0,47,18,5.5,31.0,1,31-100,77.0
الفخار التركي,Eastern European Restaurant,المملكة العربية السعودية,Moderate,15.0,27,8,5.4,31.0,1,31-100,50.0
Allegro Smoothies & Cafe,Café,"As Sahafah, Riyadh (King Abdul Aziz Branch Rd), الرياض 13321, المملكة العربية السعودية",Cheap,13.0,71,29,5.1,31.0,1,31-100,113.0
Gelatro (جيلاترو),"Ice Cream Shop, Coffee Shop","Alia Plaza, Ath Thumamah Rd | عالية بلازا، طريق الثمامة (طريق أبي بكر الصديق | Abi Bakr As Siddiq Road), الرياض 13316, المملكة العربية السعودية",Cheap,24.0,62,11,9.0,30.0,1,11-30,97.0
Basaten Albun Coffee Roasters (محمصة بساتين البن),"Coffee Shop, Coffee Roaster","Exit 9, الرياض 12486, المملكة العربية السعودية",Cheap,25.0,80,10,8.7,30.0,1,11-30,115.0
كوفي خطة أ,Coffee Shop,"الرياض 12788, المملكة العربية السعودية",Cheap,25.0,236,9,8.6,30.0,1,11-30,270.0
McDonald’s,Fast Food Restaurant,"Takhassusi St, Riyadh, الرياض 12313, المملكة العربية السعودية",Cheap,24.0,60,7,8.6,30.0,1,11-30,91.0
الوان الشاي,"Tea Room, Food Truck","تركي بن عبدالعزيز الأول, الرياض 13516, المملكة العربية السعودية",Moderate,28.0,56,6,8.5,30.0,1,11-30,90.0
Euphoria Way (يوفوريا وي),"Coffee Shop, Café","حي الغدير (شارع السيل الكبير), الرياض 13311, المملكة العربية السعودية",Cheap,26.0,107,17,8.5,30.0,1,11-30,150.0
Ona Siza Cafe مقهى حجم واحد,Café,"ظهرة البديعة (الشيخ عمر بن عبداللطيف بن عبدالرحمن), الرياض 12982, المملكة العربية السعودية",Cheap,25.0,158,12,8.4,30.0,1,11-30,195.0
Baskin Robbins (باسكن روبنز),Ice Cream Shop,"Arcadia Plaza, المملكة العربية السعودية",Cheap,24.0,32,5,8.3,30.0,1,11-30,61.0
TOOZ CAFE,Café,"الرياض 13782, المملكة العربية السعودية",Cheap,24.0,108,9,8.2,30.0,1,11-30,141.0
Face/Off Cafe,Coffee Shop,"Riyadh Front (Airport Road), الرياض 13413, المملكة العربية السعودية",Cheap,26.0,85,8,8.1,30.0,1,11-30,119.0
Pizza WoW,Pizza Place,"الرياض, المملكة العربية السعودية",Cheap,18.0,33,20,8.1,30.0,1,11-30,71.0
BIZ Cafe (بيز كافيه),Café,المملكة العربية السعودية,Cheap,25.0,22,13,7.8,30.0,1,11-30,60.0
Lugaimat Tuf (لقيمات توف),Dessert Shop,"Othman Bin Affan Branch Road, الرياض 12485, المملكة العربية السعودية",Cheap,25.0,18,7,7.8,30.0,1,11-30,50.0
Burger Lab (معمل البرجر),Burger Joint,"Shubra (Aishah Bint Abi Baker St.), الرياض 12985, المملكة العربية السعودية",Cheap,24.0,9,8,7.8,30.0,1,11-30,41.0
Baskin-Robbins,Ice Cream Shop,"شارع الشيخ الحسن بن حسين, الرياض, المملكة العربية السعودية",Cheap,24.0,12,1,7.8,30.0,1,11-30,37.0
Mayrig At Diriyah Oasis,Restaurant,"Diriyah (Oasis), الرياض 13711, المملكة العربية السعودية",Moderate,17.0,101,2,7.8,30.0,1,11-30,120.0
Slider Concept,Burger Joint,"الرياض 12483, المملكة العربية السعودية",Cheap,26.0,68,9,7.7,30.0,1,11-30,103.0
Superano (سوبرانو),Ice Cream Shop,"Thumamah Road, الرياض, المملكة العربية السعودية",Cheap,24.0,78,6,7.7,30.0,1,11-30,108.0
الكابس,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,22.0,13,10,7.7,30.0,1,11-30,45.0
دار الفطيرة,Restaurant,"Al Qalah Street , Al Yasmeen, الرياض 13322, المملكة العربية السعودية",Moderate,22.0,18,5,7.7,30.0,1,11-30,45.0
Basatin Al Rumen Restuarant,Turkish Restaurant,المملكة العربية السعودية,Moderate,23.0,27,3,7.6,30.0,1,11-30,53.0
Herfy (هرفي),Fast Food Restaurant,"Uraija | العريجا (الامام ابي حنيفة | Imam Abi Hanifa), الرياض, المملكة العربية السعودية",Cheap,22.0,4,0,7.6,30.0,1,11-30,26.0
AlMashrabia Cuisine | المشربيه,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,21.0,55,11,7.6,30.0,1,11-30,87.0
Nine Soft Serve,Dessert Shop,"الرياض 12512, المملكة العربية السعودية",Cheap,22.0,153,3,7.5,30.0,1,11-30,178.0
مطاعم حنيذ ريفي,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,22.0,38,6,7.5,30.0,1,11-30,66.0
Rashid Sweets & Bakers,"Dessert Shop, Bakery",المملكة العربية السعودية,Cheap,20.0,16,9,7.5,30.0,1,11-30,45.0
ثلاثة شاورما,Sandwich Place,"Alyarmok (Alnajah Street), الرياض, المملكة العربية السعودية",Cheap,22.0,2,5,7.4,30.0,1,11-30,29.0
genneh (جنيه),"Shawarma Place, Fast Food Restaurant, Fried Chicken Joint","الرياض 13321, المملكة العربية السعودية",Nan,18.0,21,16,7.4,30.0,1,11-30,55.0
Starbucks,Coffee Shop,"Alyamamah university (king fahad road), الرياض 13541, المملكة العربية السعودية",Cheap,14.0,31,1,7.4,30.0,1,11-30,46.0
Arabica (ارابيكا),Café,"Salmah Ibn Abi Salmah Road, المملكة العربية السعودية",Cheap,22.0,23,4,7.3,30.0,1,11-30,49.0
SPAR Caffé (سبار كافيه),Coffee Shop,"الرياض 13326, المملكة العربية السعودية",Cheap,22.0,79,9,7.3,30.0,1,11-30,110.0
Dairy Queen,"Ice Cream Shop, Fast Food Restaurant, American Restaurant","Sahara Mall (Food Court) (King Abdulaziz Rd.), الرياض, المملكة العربية السعودية",Cheap,21.0,29,5,7.3,30.0,1,11-30,55.0
Secret Garden by L'ETO,"Café, Bakery","الرياض 12483, المملكة العربية السعودية",Cheap,18.0,204,11,7.3,30.0,1,11-30,233.0
مطعم الرومانسية,Middle Eastern Restaurant,"Khurais Rd, الرياض, المملكة العربية السعودية",Moderate,18.0,9,4,7.3,30.0,1,11-30,31.0
فول تاوة وتميس وشعبيات,Breakfast Spot,المملكة العربية السعودية,Cheap,21.0,13,0,7.2,30.0,1,11-30,34.0
Telda (تلدا),Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,21.0,0,0,7.2,30.0,1,11-30,21.0
Kudu (كودو),"Fast Food Restaurant, Burger Joint","السويدي (شارع السويدي العام), الرياض, المملكة العربية السعودية",Cheap,21.0,10,0,7.1,30.0,1,11-30,31.0
AuntieAnne's (آنتي آنز),Bakery,المملكة العربية السعودية,Cheap,20.0,19,7,7.1,30.0,1,11-30,46.0
Alsaudi Resturants (مطاعم السعودي),Middle Eastern Restaurant,"Khalid Ibn Alwaleed St, الرياض, المملكة العربية السعودية",Moderate,20.0,11,8,7.1,30.0,1,11-30,39.0
Golden Coffee Beans حبيبات القهوة الذهبية,"Café, Coffee Shop","الرياض 13213, المملكة العربية السعودية",Cheap,20.0,52,10,7.0,30.0,1,11-30,82.0
dr.CAFE COFFEE,Coffee Shop,"القدس - مخرج 10 (الدائري الشرقي), الرياض, المملكة العربية السعودية",Cheap,21.0,36,5,6.9,30.0,1,11-30,62.0
Pizza Hut (بيتزاهت),Pizza Place,"شارع عائشة بنت ابي بكر, الرياض, المملكة العربية السعودية",Cheap,20.0,17,5,6.9,30.0,1,11-30,42.0
مطاعم ومطابخ ديرتي,Restaurant,"الرياض شارع خالد بن الوليد, المملكة العربية السعودية",Moderate,20.0,7,2,6.8,30.0,1,11-30,29.0
Hashem (هاشم),Falafel Restaurant,"Prince Muqrin bin Abdulaziz (Othman Bin Affan), الرياض, المملكة العربية السعودية",Cheap,18.0,18,9,6.7,30.0,1,11-30,45.0
Boom Burger (بوم برجر),Burger Joint,"7824 Al Muthanna Ibn Harithah, الرياض 14713, المملكة العربية السعودية",Cheap,18.0,16,10,6.6,30.0,1,11-30,44.0
Wayne's Coffee,Coffee Shop,"الرياض 12483, المملكة العربية السعودية",Cheap,17.0,101,5,6.6,30.0,1,11-30,123.0
هشهشة,Falafel Restaurant,"شارع معن بن زائدة, الرياض, المملكة العربية السعودية",Cheap,19.0,11,4,6.5,30.0,1,11-30,34.0
Dr. CAFE COFFEE (د.كيف),Café,"College Of Arts, المملكة العربية السعودية",Cheap,18.0,19,5,6.5,30.0,1,11-30,42.0
BBQ Station,"BBQ Joint, Burger Joint","Exit 11, الرياض 13213, المملكة العربية السعودية",Moderate,16.0,31,7,6.4,30.0,1,11-30,54.0
كرم كافية,"Lebanese Restaurant, Kebab Restaurant","Karam Cafe, الرياض, المملكة العربية السعودية",Nan,18.0,45,5,6.3,30.0,1,11-30,68.0
Ben's Cookies (بنز كوكيز),"Café, Bakery, Coffee Shop","Western Ring Road (Exit 25), الرياض, المملكة العربية السعودية",Cheap,15.0,60,14,6.3,30.0,1,11-30,89.0
Shawarma Plus (شاورما بلس),Shawarma Place,"Dammam Rd, الرياض, المملكة العربية السعودية",Nan,17.0,12,8,6.1,30.0,1,11-30,37.0
Zn Caffee,Coffee Shop,"الرياض 12355, المملكة العربية السعودية",Cheap,17.0,152,11,6.0,30.0,1,11-30,180.0
Spice (سبايس),Indian Restaurant,"Alazizyah (Alnasser St. Cross Alshabab St.), الرياض, المملكة العربية السعودية",Moderate,15.0,11,3,5.9,30.0,1,11-30,29.0
مطعم مؤمن للمأكولات المصرية,African Restaurant,"حي المرسلات (شارع هشام بن عبد الملك), الرياض, المملكة العربية السعودية",Moderate,13.0,15,8,5.9,30.0,1,11-30,36.0
حنيذ حمود,Middle Eastern Restaurant,"طريق الثمامه بعد الدوار الاول على اليمين, المملكة العربية السعودية",Moderate,16.0,12,9,5.6,30.0,1,11-30,37.0
Jad Mahal (جاد محل),"Middle Eastern Restaurant, Burger Joint, Turkish Restaurant","Al-Muanisiyah district, nearby (قصر اليخت), Abi Alfarazi st., الرياض, المملكة العربية السعودية",Moderate,15.0,2,0,5.3,30.0,1,11-30,17.0
Pastaleeni (باستليني),"Italian Restaurant, Pizza Place",المملكة العربية السعودية,Moderate,13.0,26,11,5.3,30.0,1,11-30,50.0
BUBBLES TREE,"Bubble Tea Shop, Coffee Shop","الرياض 13326, المملكة العربية السعودية",Nan,32.0,94,6,9.2,29.0,1,11-30,132.0
Dunkin',Donut Shop,"Najm Al-Din Al- Ayyoubi St., الرياض, المملكة العربية السعودية",Cheap,26.0,98,6,9.2,29.0,1,11-30,130.0
CATCH CAFE,Coffee Shop,"Al imam Saud Ibn Abdul, Riyadh 13713, المملكة العربية السعودية",Cheap,26.0,36,9,8.7,29.0,1,11-30,71.0
Boga,Sandwich Place,"Thumamah Rd., الرياض 13248, المملكة العربية السعودية",Cheap,23.0,32,7,8.7,29.0,1,11-30,62.0
نفر كبده,Breakfast Spot,"الرياض, المملكة العربية السعودية",Cheap,26.0,36,4,8.6,29.0,1,11-30,66.0
Fairmont Gold Lounge,"Lounge, Restaurant, Buffet","Fairmont Hotel Riyadh, الرياض 13244, المملكة العربية السعودية",Expensive,27.0,49,2,8.5,29.0,1,11-30,78.0
AlSumman Restaurant (مطعم الصمان) (مطعم الصمان),Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,24.0,9,4,8.4,29.0,1,11-30,37.0
ماكدونالدز,Fast Food Restaurant,"الرياض 13252, المملكة العربية السعودية",Cheap,24.0,81,1,8.4,29.0,1,11-30,106.0
بيت الوناسه,Dessert Shop,المملكة العربية السعودية,Cheap,25.0,10,2,8.1,29.0,1,11-30,37.0
Farmers (فارمرز),Fast Food Restaurant,"الرياض 12474, المملكة العربية السعودية",Cheap,24.0,35,7,8.1,29.0,1,11-30,66.0
Dajen l داجن,Fried Chicken Joint,"3381 المدينة المنورة (Madinah Munawara Road), الرياض 7814, المملكة العربية السعودية",Cheap,22.0,12,30,8.1,29.0,1,11-30,64.0
Fostqi (فستقي),Dessert Shop,"Opposite Prince Ahmed Home (Prince Ahmed Bin Abdulaziz St.), الرياض, المملكة العربية السعودية",Cheap,24.0,9,6,8.0,29.0,1,11-30,39.0
Ben's Cookies (بنز كوكيز),"Bakery, Pastry Shop",المملكة العربية السعودية,Cheap,24.0,10,4,8.0,29.0,1,11-30,38.0
Warg Enab (ورق عنب),Middle Eastern Restaurant,"الرياض 12283, المملكة العربية السعودية",Moderate,24.0,29,7,8.0,29.0,1,11-30,60.0
Herfy (هرفي),Fast Food Restaurant,"السويدي الغربي (شارع الترمذي), المملكة العربية السعودية",Cheap,23.0,13,0,8.0,29.0,1,11-30,36.0
Tea Lounge Almashreq,"Tea Room, Lounge",المملكة العربية السعودية,Moderate,23.0,63,5,8.0,29.0,1,11-30,91.0
carmey (كارميه),Cupcake Shop,"Al-Hamra (Khalid Bin Al-waleed), الرياض, المملكة العربية السعودية",Moderate,24.0,7,3,7.9,29.0,1,11-30,34.0
Dr.Baker Cafe,"Café, Lounge, Coffee Shop","Al-Rihab District (King Khalid Road), الرياض, المملكة العربية السعودية",Cheap,23.0,84,9,7.9,29.0,1,11-30,116.0
Al Rayan Juices (عصائر الريان),Juice Bar,"شارع الأمير ماجد بن عبدالعزيز (شارع عنيزة), الرياض, المملكة العربية السعودية",Cheap,23.0,50,11,7.8,29.0,1,11-30,84.0
The Lounge,Restaurant,"Sheraton Riyadh Hotel & Towers, الرياض, المملكة العربية السعودية",Moderate,23.0,52,4,7.8,29.0,1,11-30,79.0
Chick-N-Bun,Fried Chicken Joint,"الرياض 13213, المملكة العربية السعودية",Cheap,23.0,25,5,7.8,29.0,1,11-30,53.0
Gluten Free (خالي من الجلوتين),Gluten-free Restaurant,المملكة العربية السعودية,Moderate,22.0,18,6,7.8,29.0,1,11-30,46.0
Starbucks (ستاربكس - أسواق التميمي),Coffee Shop,"Saeed Bin Zaid St, الرياض 13245, المملكة العربية السعودية",Cheap,23.0,165,4,7.7,29.0,1,11-30,192.0
Wokkong,Noodle House,"Al-Mathar (Al Takhasussi St.), الرياض 12714, المملكة العربية السعودية",Cheap,22.0,38,1,7.7,29.0,1,11-30,61.0
Hamburgini,Burger Joint,"Western Ring Rd (Swaidi), الرياض 12993, المملكة العربية السعودية",Cheap,21.0,28,3,7.7,29.0,1,11-30,52.0
FRIENDS'COFFEE (فريندز كافيه),Café,المملكة العربية السعودية,Cheap,22.0,40,6,7.6,29.0,1,11-30,68.0
Piquant Pick (بيكنت بيك),Restaurant,"الرياض, المملكة العربية السعودية",Moderate,20.0,44,7,7.6,29.0,1,11-30,71.0
شاورما لندن,Shawarma Place,"الرياض 12474, المملكة العربية السعودية",Nan,22.0,40,2,7.5,29.0,1,11-30,64.0
تارات Taraat,Dessert Shop,"Exit 15 - حي الروابي (طريق الامير سعد بن عبدالرحمن الاول), الرياض 14215, المملكة العربية السعودية",Cheap,22.0,45,11,7.4,29.0,1,11-30,78.0
الوجبة,Restaurant,"Abi saeed Al Khadary St, الرياض, المملكة العربية السعودية",Moderate,21.0,6,1,7.4,29.0,1,11-30,28.0
